0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.11	0.12	0.13	0.14	0.15	0.16	0.17	0.18	0.19	0.2	0.21	0.22	0.23	0.24	0.25	0.26	0.27	0.28	0.29	0.3	0.31	0.32	0.33	0.34	0.35	0.36	0.37	0.38	0.39	0.4	0.41	0.42	0.43	0.44	0.45	0.46	0.47	0.48	0.49	0.5	0.51	0.52	0.53	0.54	0.55	0.56	0.57	0.58	0.59	0.6	0.61	0.62	0.63	0.64	0.65	0.66	0.67	0.68	0.69	0.7	0.71	0.72	0.73	0.74	0.75	0.76	0.77	0.78	0.79	0.8	0.81	0.82	0.83	0.84	0.85	0.86	0.87	0.88	0.89	0.9	0.91	0.92	0.93	0.94	0.95	0.96	0.97	0.98	0.99	
7.26201	7.33133	7.31023	7.29633	7.33132	7.26105	7.30683	7.254	7.24958	7.31839	7.3046	7.28797	7.39877	7.26974	7.2993	7.31396	7.31824	7.31493	7.28001	7.3454	7.31314	7.29972	7.30034	7.2917	7.27074	7.28536	7.27002	7.29024	7.27843	7.37486	7.29755	7.25933	7.27967	7.26534	7.26213	7.27354	7.31644	7.27791	7.27863	7.28516	7.29105	7.29466	7.28988	7.29545	7.28097	7.28747	7.27647	7.29414	7.27497	7.28489	7.28772	7.30087	7.26864	7.30172	7.27012	7.26596	7.29653	7.25844	7.24652	7.25624	7.25483	7.25564	7.26752	7.2666	7.28623	7.29364	7.29714	7.28752	7.29417	7.26398	7.2858	7.26304	7.28959	7.26435	7.27926	7.30136	7.30412	7.30835	7.26869	7.27602	7.29209	7.28086	7.28639	7.25338	7.2722	7.28406	7.26926	7.29018	7.2606	7.2784	7.26645	7.27229	7.26483	7.29565	7.29067	7.28118	7.28614	7.28241	7.35018	
81.2422	81.0338	81.2462	81.2563	82.1763	81.0619	81.7099	81.1049	82.193	81.3292	81.1839	81.3278	81.0126	81.3408	81.1975	81.2482	80.7757	81.238	81.3659	81.1261	80.878	80.9259	80.9775	81.0852	81.0129	81.1977	81.2504	81.3094	81.2007	81.4041	81.3623	81.3297	81.1794	81.1902	81.1846	81.3662	81.1607	81.5347	81.0352	81.0738	81.4477	81.3138	81.0365	81.2093	81.103	81.3417	81.073	81.2964	81.3644	81.2874	81.1548	80.9981	81.2479	81.2974	81.0038	81.151	81.3068	81.0661	81.3041	81.0362	81.0222	81.2465	81.1935	81.1366	81.185	81.192	81.2514	81.2336	81.3225	81.0688	81.238	81.1391	81.2837	81.1309	81.3536	81.2155	81.1651	81.7321	81.0922	81.1863	81.2086	81.049	81.0441	81.1689	81.1691	81.1902	81.1754	81.1782	81.2134	81.24	81.2437	81.2233	81.4474	80.9154	81.048	81.2933	80.8816	81.2845	80.9286	
158.313	157.159	157.604	157.44	157.685	157.831	157.983	157.299	157.915	157.197	157.672	157.794	157.715	157.821	157.82	157.412	157.432	157.594	157.533	157.193	157.959	157.795	157.168	157.925	157.52	157.474	157.683	157.828	157.598	157.255	157.645	157.648	157.673	157.69	157.577	157.285	157.347	157.002	157.099	157.112	157.09	157.34	157.26	157.291	157.375	157.392	157.53	157.9	157.599	157.402	157.451	157.012	157.09	157.32	157.326	157.278	157.292	157.455	157.381	157.283	157.108	157.451	157.487	157.228	157.352	157.118	157.25	157.173	157.127	157.168	157.183	157.075	157.197	156.957	157.081	156.977	156.907	156.919	156.826	156.787	156.87	156.896	156.794	156.994	156.67	156.743	157.012	156.904	156.992	156.786	157.01	156.912	156.932	156.921	156.833	156.895	156.957	156.352	156.839	
237.863	237.746	237.376	237.462	237.352	236.88	237.237	238.413	237.183	238.099	237.086	237.677	237.291	237.159	237.314	237.159	237.529	237.039	237.225	237.504	236.947	237.565	237.459	237.804	237.439	236.292	237.113	236.871	236.136	236.828	236.73	237.155	236.844	237.061	237.005	236.483	236.819	236.81	236.765	237.057	236.755	236.356	236.753	236.678	236.634	236.562	236.444	236.666	236.556	236.503	236.461	236.345	236.537	235.783	236.146	236.112	236.114	236.102	235.922	235.88	235.765	235.993	236.025	235.617	235.958	235.924	235.227	236.316	235.927	235.964	235.829	235.66	235.659	235.665	235.616	235.117	235.204	235.304	235.467	235.226	234.994	235.154	235.177	235.125	235.475	235.095	234.955	235.046	235.032	234.964	234.846	234.937	234.825	234.988	235.18	234.709	234.959	234.89	234.489	
321.559	320.789	321.46	320.924	320.466	321.169	320.753	320.569	320.806	319.5	320.272	320.863	320.478	320.743	320.642	320.904	320.257	320.586	320.014	320.482	319.901	320.439	320.414	320.4	320.541	320.243	319.929	320.356	320.23	320.487	318.629	320.44	320.075	319.335	319.994	319.724	319.665	319.674	319.47	319.542	319.052	319.113	318.523	318.982	318.65	318.21	318.887	318.424	318.691	318.728	318.96	318.352	318.877	318.486	318.376	319.207	318.376	318.851	318.116	317.915	318.01	317.864	317.977	317.958	317.739	317.963	317.709	317.351	317.542	317.202	317.115	316.908	317.277	316.84	317.45	317.148	316.839	317.244	317.129	316.692	317.056	316.036	316.331	316.606	316.154	316.507	315.981	316.39	315.878	316.012	315.921	316.038	315.801	315.728	315.544	315.851	315.298	315.277	315.304	
410.08	408.813	409.478	409.474	407.811	408.864	409.242	408.89	409.018	409.577	408.888	410.271	409.283	408.961	409.349	408.903	409.056	408.869	408.799	408.225	409.754	408.529	408.091	408.116	408.503	408.246	408.06	407.923	407.609	407.406	407.495	407.084	407.482	407.272	406.203	407.047	406.562	406.676	406.548	406.367	406.781	406.385	406.608	406.071	405.72	405.864	405.441	405.58	405.501	405.476	405.479	405.135	405.13	404.677	404.286	404.074	404.286	404.551	404.526	404.272	403.953	404.044	404.13	403.7	403.878	403.169	403.36	403.021	403.485	402.843	402.81	402.583	402.354	402.566	402.231	401.74	401.988	402.183	401.66	401.725	401.189	401.443	400.894	400.553	400.837	400.551	400.531	400.55	400.437	400.143	400.096	399.663	399.489	399.302	399.237	399.174	398.891	398.875	398.617	
504.394	502.983	503.782	503.816	503.844	503.963	503.33	502.807	503.345	502.739	503.036	502.788	503.213	502.421	503.168	502.411	502.547	501.781	502.316	501.99	501.978	500.726	501.427	501.068	501.639	500.889	501.305	500.499	500.632	500.313	499.907	499.381	500.064	500.004	499.228	499.494	499.429	499.187	498.831	498.52	498.478	498.062	498.208	497.386	497.221	497.097	497.415	496.771	497.41	496.963	496.863	496.438	496.318	496.16	495.998	495.587	495.456	495.268	494.781	494.751	494.581	494.401	494.204	494.028	493.882	493.307	492.587	493.049	492.308	492.403	492.317	492.012	491.588	491.663	491.162	491.234	490.845	490.843	490.542	490.014	490.232	489.887	489.249	488.827	488.458	488.169	488.255	487.907	487.509	487.482	487.168	486.755	486.454	486.227	485.832	485.477	485.109	485.027	484.749	
605.025	609.245	605.976	603.417	603.984	604.226	602.027	607.57	603.113	603.161	603.919	604.932	603.529	602.832	602.713	602.1	601.403	601.746	601.451	601.671	600.565	601.013	601.093	601.169	600.647	600.081	600.168	600.387	599.996	599.309	600.153	598.785	598.835	598.042	596.994	597.725	597.706	596.607	596.654	596.263	596.186	595.654	595.714	595.285	595.427	595.003	594.51	593.751	593.86	593.81	593.868	592.829	592.666	592.414	592.071	591.321	591.293	590.9	590.83	590.225	589.698	589.562	589.576	588.772	588.41	587.98	587.547	587.334	586.984	586.661	586.285	585.937	585.414	584.709	584.33	583.815	583.563	583.193	582.757	582.39	581.96	581.596	581.316	580.427	579.888	579.227	579.062	578.429	577.988	577.734	577.077	576.788	576.618	575.441	575.148	574.915	574.742	573.542	573.027	
714.918	714.683	712.765	718.024	715.763	712.919	712.996	712.238	711.853	711.667	712.233	711.508	709.633	709.675	710.101	709.535	709.902	709.195	709.582	707.861	707.424	708.291	707.155	706.866	706.238	706.799	706.131	705.779	705.201	704.56	704.214	703.64	704.586	703.432	703.057	702.362	701.555	700.888	700.423	699.826	700.12	700.216	699.502	698.621	698.649	698.275	697.565	696.725	696.254	696.111	695.794	695.245	694.274	694.35	693.566	692.657	692.509	691.976	691.538	691.211	690.356	689.76	689.284	688.469	688.321	687.228	686.749	686.16	685.766	685.091	684.795	683.696	683.21	682.664	682.138	681.755	680.827	679.823	679.455	677.931	677.873	676.44	676.749	676.277	675.512	674.534	674.308	673.643	672.225	672.066	670.968	670.776	669.227	668.601	668.481	667.235	666.902	665.906	665.301	
